"latitude","longitude","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","type"
-32.3774,121.347,321.4,1.8,1.3,"2019-12-25",228,"Terra","MODIS",50,6.03,286.8,25,"D",0
-32.2762,121.3009,344.1,1.8,1.3,"2019-12-25",228,"Terra","MODIS",91,6.03,290.6,93.2,"D",0
-32.2707,121.3083,347,1.8,1.3,"2019-12-25",228,"Terra","MODIS",93,6.03,292.4,100.1,"D",0
-32.2727,121.3276,344.4,1.8,1.3,"2019-12-25",228,"Terra","MODIS",91,6.03,294.4,86.4,"D",0
-32.0775,121.6845,331.3,1.9,1.3,"2019-12-25",228,"Terra","MODIS",61,6.03,299,45,"D",0
-37.2338,148.5295,323.5,2.8,1.6,"2019-12-25",327,"Aqua","MODIS",59,6.03,295.7,73.4,"D",0
-37.5836,147.6416,318.6,3.2,1.7,"2019-12-25",327,"Aqua","MODIS",43,6.03,293.3,64.2,"D",0
-37.5817,147.677,311.7,3.2,1.7,"2019-12-25",327,"Aqua","MODIS",32,6.03,292.5,34,"D",0
-37.6446,147.8677,326,3.1,1.7,"2019-12-25",327,"Aqua","MODIS",79,6.03,297.2,87.2,"D",0
-37.6465,147.833,320.4,3.1,1.7,"2019-12-25",327,"Aqua","MODIS",57,6.03,296.5,61.9,"D",0
-37.6332,147.8627,320.5,3.1,1.7,"2019-12-25",327,"Aqua","MODIS",74,6.03,295.9,60.3,"D",0
-37.6485,147.8639,328.6,3.1,1.7,"2019-12-25",327,"Aqua","MODIS",84,6.03,297.6,102.5,"D",0
-37.6292,147.8669,317.6,3.1,1.7,"2019-12-25",327,"Aqua","MODIS",54,6.03,295.7,45.8,"D",0
-37.5855,147.6063,327.8,3.2,1.7,"2019-12-25",327,"Aqua","MODIS",20,6.03,295.3,112.3,"D",0
-37.2483,148.5335,326.7,2.8,1.6,"2019-12-25",327,"Aqua","MODIS",53,6.03,295.6,86.6,"D",0
-37.5764,147.5625,347.8,3.2,1.7,"2019-12-25",327,"Aqua","MODIS",95,6.03,296,285.2,"D",0
-37.5718,147.5695,355.7,3.2,1.7,"2019-12-25",327,"Aqua","MODIS",98,6.03,295.6,381.9,"D",0
-37.5744,147.5976,346.3,3.2,1.7,"2019-12-25",327,"Aqua","MODIS",94,6.03,295.4,257.8,"D",0
-37.57,147.6041,341.7,3.2,1.7,"2019-12-25",327,"Aqua","MODIS",72,6.03,294.2,211.7,"D",0
-37.5723,147.6326,326.4,3.2,1.7,"2019-12-25",327,"Aqua","MODIS",13,6.03,292.6,91.1,"D",0
-37.535,147.6779,314.3,3.2,1.7,"2019-12-25",327,"Aqua","MODIS",20,6.03,291.3,42.9,"D",0
-37.539,147.6704,314.6,3.2,1.7,"2019-12-25",327,"Aqua","MODIS",70,6.03,291.3,48.6,"D",0
-37.2486,148.5386,324.1,2.8,1.6,"2019-12-25",327,"Aqua","MODIS",36,6.03,295.4,73.6,"D",0
-37.5243,147.9228,320,3.1,1.7,"2019-12-25",327,"Aqua","MODIS",63,6.03,293.1,66.1,"D",0
-37.5608,147.5604,331.4,3.2,1.7,"2019-12-25",327,"Aqua","MODIS",61,6.03,292.4,135.4,"D",0
-37.3631,147.5509,307.4,3.2,1.7,"2019-12-25",327,"Aqua","MODIS",37,6.03,291.8,29.6,"D",0
-37.5295,147.5606,321.5,3.2,1.7,"2019-12-25",327,"Aqua","MODIS",78,6.03,292.7,86,"D",0
-37.3418,148.4862,308.3,2.8,1.6,"2019-12-25",327,"Aqua","MODIS",55,6.03,295.8,22.4,"D",0
-37.5316,147.521,318.4,3.3,1.7,"2019-12-25",327,"Aqua","MODIS",75,6.03,293.9,71.5,"D",0
-32.7765,151.1777,329.1,1.7,1.3,"2019-12-25",328,"Aqua","MODIS",77,6.03,298,43.5,"D",0
-32.8731,150.6251,322.6,1.8,1.3,"2019-12-25",328,"Aqua","MODIS",46,6.03,297.5,35.8,"D",0
-33.0606,149.9631,337.6,2,1.4,"2019-12-25",328,"Aqua","MODIS",85,6.03,299.5,84,"D",0
-33.0461,149.9832,329.7,2,1.4,"2019-12-25",328,"Aqua","MODIS",76,6.03,298.2,54.2,"D",0
-32.9723,149.9465,324.7,2,1.4,"2019-12-25",328,"Aqua","MODIS",52,6.03,295,38.6,"D",0
-33.0626,149.9412,329.2,2,1.4,"2019-12-25",328,"Aqua","MODIS",71,6.03,299.9,47.3,"D",0
-32.7443,151.0253,331.5,1.7,1.3,"2019-12-25",328,"Aqua","MODIS",76,6.03,297.5,46.8,"D",0
-32.7504,150.8358,331.8,1.8,1.3,"2019-12-25",328,"Aqua","MODIS",80,6.03,297.9,55.4,"D",0
-32.7344,151.0049,338,1.7,1.3,"2019-12-25",328,"Aqua","MODIS",86,6.03,298.8,72.2,"D",0
-32.7461,151.0068,338.1,1.7,1.3,"2019-12-25",328,"Aqua","MODIS",87,6.03,296.7,72.6,"D",0
-32.7326,151.0236,324.8,1.7,1.3,"2019-12-25",328,"Aqua","MODIS",53,6.03,298.2,27.8,"D",0
-32.6739,150.2378,327.8,1.9,1.4,"2019-12-25",328,"Aqua","MODIS",74,6.03,291.7,50.5,"D",0
-32.7448,150.8301,323.8,1.8,1.3,"2019-12-25",328,"Aqua","MODIS",40,6.03,298,30.3,"D",0
-32.6671,150.7631,322,1.8,1.3,"2019-12-25",328,"Aqua","MODIS",29,6.03,294.5,27.2,"D",0
-33.7876,150.0568,320.5,2,1.4,"2019-12-25",328,"Aqua","MODIS",19,6.03,292.1,36.2,"D",0
-33.8765,150.081,321.4,2,1.4,"2019-12-25",328,"Aqua","MODIS",19,6.03,290.8,38.6,"D",0
-34.1949,149.9772,350.5,2.1,1.4,"2019-12-25",328,"Aqua","MODIS",89,6.03,296.6,170.5,"D",0
-34.232,150.4258,326.3,2,1.4,"2019-12-25",328,"Aqua","MODIS",69,6.03,296.2,47.3,"D",0
-35.596,150.0096,331.1,2.2,1.4,"2019-12-25",328,"Aqua","MODIS",79,6.03,296.2,74,"D",0
-34.2334,150.4309,326.8,2,1.4,"2019-12-25",328,"Aqua","MODIS",71,6.03,296.2,50.7,"D",0
-35.5939,150.0345,327.8,2.2,1.4,"2019-12-25",328,"Aqua","MODIS",77,6.03,295,60.7,"D",0
-34.312,150.3964,339.3,2,1.4,"2019-12-25",328,"Aqua","MODIS",86,6.03,296.8,97.4,"D",0
-35.5941,150.0165,333.2,2.2,1.4,"2019-12-25",328,"Aqua","MODIS",71,6.03,296.1,81,"D",0
-35.5922,150.0413,325.5,2.2,1.4,"2019-12-25",328,"Aqua","MODIS",28,6.03,294.4,48.4,"D",0
-34.9087,150.2227,321.1,2.1,1.4,"2019-12-25",328,"Aqua","MODIS",23,6.03,293.4,37.1,"D",0
-34.3158,150.3814,321.1,2,1.4,"2019-12-25",328,"Aqua","MODIS",45,6.03,294.6,34.4,"D",0
-35.2236,149.995,319.3,2.1,1.4,"2019-12-25",328,"Aqua","MODIS",29,6.03,292,33.9,"D",0
-34.3138,150.4041,333.8,2,1.4,"2019-12-25",328,"Aqua","MODIS",80,6.03,296.6,75.6,"D",0
-30.513,150.903,325.6,1.6,1.3,"2019-12-25",329,"Aqua","MODIS",48,6.03,302,20.8,"D",0
-31.4086,151.2448,359.4,1.6,1.2,"2019-12-25",329,"Aqua","MODIS",99,6.03,301.2,154,"D",0
-30.5245,150.9036,337,1.6,1.3,"2019-12-25",329,"Aqua","MODIS",83,6.03,303,53.1,"D",0
-31.4106,151.2258,349.9,1.6,1.2,"2019-12-25",329,"Aqua","MODIS",94,6.03,301.3,106.9,"D",0
-25.1048,147.6051,332.9,2.3,1.5,"2019-12-25",330,"Aqua","MODIS",65,6.03,315.2,44.9,"D",0
-25.988,150.5045,327.1,1.5,1.2,"2019-12-25",330,"Aqua","MODIS",44,6.03,299.7,21.1,"D",0
-25.9991,150.5058,327.9,1.5,1.2,"2019-12-25",330,"Aqua","MODIS",56,6.03,301.9,23.6,"D",0
-25.1092,147.5584,334.7,2.4,1.5,"2019-12-25",330,"Aqua","MODIS",77,6.03,314.8,52.6,"D",0
-24.2639,150.9033,332.3,1.4,1.2,"2019-12-25",331,"Aqua","MODIS",62,6.03,302.4,32.3,"D",0
-24.2698,150.9109,327.1,1.4,1.2,"2019-12-25",331,"Aqua","MODIS",33,6.03,301.8,22.3,"D",0
-24.7606,147.3442,345.7,2.4,1.5,"2019-12-25",331,"Aqua","MODIS",83,6.03,309,136.9,"D",0
-24.7696,147.3262,372.1,2.4,1.5,"2019-12-25",331,"Aqua","MODIS",100,6.03,317.8,383.9,"D",0
-24.7833,147.327,351,2.4,1.5,"2019-12-25",331,"Aqua","MODIS",93,6.03,316.7,166.5,"D",0
-24.781,147.3515,344.9,2.4,1.5,"2019-12-25",331,"Aqua","MODIS",88,6.03,311,125.8,"D",0
-22.9533,149.9611,328.9,1.5,1.2,"2019-12-25",331,"Aqua","MODIS",54,6.03,301.1,21.7,"D",0
-24.6064,146.7833,347.9,2.6,1.6,"2019-12-25",331,"Aqua","MODIS",90,6.03,311.6,161,"D",0
-24.6263,146.7633,331.8,2.7,1.6,"2019-12-25",331,"Aqua","MODIS",63,6.03,314,50.1,"D",0
-24.6239,146.7903,359.1,2.6,1.6,"2019-12-25",331,"Aqua","MODIS",99,6.03,316.7,271.2,"D",0
-24.6205,146.785,370.2,2.6,1.6,"2019-12-25",331,"Aqua","MODIS",100,6.03,318.2,405.2,"D",0
-24.6098,146.7886,358.2,2.6,1.6,"2019-12-25",331,"Aqua","MODIS",98,6.03,312.8,259,"D",0
-24.618,146.8114,331.7,2.6,1.6,"2019-12-25",331,"Aqua","MODIS",53,6.03,311.8,52.3,"D",0
-24.6122,146.7617,341,2.7,1.6,"2019-12-25",331,"Aqua","MODIS",83,6.03,314,106.9,"D",0
-24.763,147.3205,342,2.4,1.5,"2019-12-25",331,"Aqua","MODIS",65,6.03,312.3,105.9,"D",0
-21.1827,148.1123,344,1.9,1.3,"2019-12-25",332,"Aqua","MODIS",86,6.03,308,83,"D",0
-21.1807,148.1303,338.7,1.9,1.3,"2019-12-25",332,"Aqua","MODIS",80,6.03,306.2,60.3,"D",0
-18.4882,143.8481,322.9,3.6,1.8,"2019-12-25",332,"Aqua","MODIS",49,6.03,283.9,79.5,"D",0
-19.1647,146.045,328.7,2.5,1.5,"2019-12-25",332,"Aqua","MODIS",38,6.03,305.8,41.2,"D",0
-20.2172,144.0675,331.5,3.7,1.8,"2019-12-25",332,"Aqua","MODIS",55,6.03,309.1,78.4,"D",0
-20.2335,144.0689,331.5,3.7,1.8,"2019-12-25",332,"Aqua","MODIS",50,6.03,310.7,66.2,"D",0
-17.4529,143.2291,330.7,3.9,1.8,"2019-12-25",333,"Aqua","MODIS",72,6.03,302.5,98,"D",0
-17.827,143.2537,328.4,3.9,1.8,"2019-12-25",333,"Aqua","MODIS",66,6.03,304.7,72.7,"D",0
-17.9489,144.5716,332.7,3.2,1.7,"2019-12-25",333,"Aqua","MODIS",78,6.03,308,69.5,"D",0
-17.8438,143.2553,339.9,3.9,1.8,"2019-12-25",333,"Aqua","MODIS",86,6.03,303.9,197.2,"D",0
-17.9457,144.5757,330.4,3.2,1.7,"2019-12-25",333,"Aqua","MODIS",75,6.03,307.2,52.6,"D",0
-17.961,144.5769,330.9,3.2,1.7,"2019-12-25",333,"Aqua","MODIS",36,6.03,309.2,53.9,"D",0
-17.6965,144.827,338.3,3,1.6,"2019-12-25",333,"Aqua","MODIS",84,6.03,307.3,101.7,"D",0
-17.6967,144.8199,331.8,3,1.6,"2019-12-25",333,"Aqua","MODIS",73,6.03,307.7,53.9,"D",0
-17.8322,143.2619,333.7,3.9,1.8,"2019-12-25",333,"Aqua","MODIS",79,6.03,303.9,125.4,"D",0
-17.8489,143.2636,333.1,3.9,1.8,"2019-12-25",333,"Aqua","MODIS",78,6.03,302.6,125.2,"D",0
-17.4733,143.1938,328,3.9,1.8,"2019-12-25",333,"Aqua","MODIS",52,6.03,302.2,69.3,"D",0
-17.5856,143.7996,324.3,3.6,1.8,"2019-12-25",333,"Aqua","MODIS",23,6.03,304.5,36.6,"D",0
-17.6634,143.6693,332.4,3.7,1.8,"2019-12-25",333,"Aqua","MODIS",77,6.03,303.6,101.6,"D",0
-17.5648,145.223,340.9,2.8,1.6,"2019-12-25",333,"Aqua","MODIS",87,6.03,308.4,133.8,"D",0
-17.5601,145.245,327.3,2.8,1.6,"2019-12-25",333,"Aqua","MODIS",52,6.03,307.9,42.8,"D",0
-17.5631,145.2177,331.9,2.8,1.6,"2019-12-25",333,"Aqua","MODIS",76,6.03,308.1,70.7,"D",0
-17.6081,143.7336,333.6,3.6,1.8,"2019-12-25",333,"Aqua","MODIS",78,6.03,304.9,105.5,"D",0
-17.6472,143.6675,351.7,3.7,1.8,"2019-12-25",333,"Aqua","MODIS",95,6.03,304.8,323.1,"D",0
-17.4696,143.2309,331.7,3.9,1.8,"2019-12-25",333,"Aqua","MODIS",74,6.03,302.7,106.9,"D",0
-17.4784,143.2018,327.2,3.9,1.8,"2019-12-25",333,"Aqua","MODIS",51,6.03,302.2,63.3,"D",0
-17.5998,143.7255,331.5,3.6,1.8,"2019-12-25",333,"Aqua","MODIS",75,6.03,306.1,92.3,"D",0
-17.5963,143.7598,330.3,3.6,1.8,"2019-12-25",333,"Aqua","MODIS",73,6.03,304.9,83,"D",0
-17.445,143.1981,325.5,3.9,1.8,"2019-12-25",333,"Aqua","MODIS",29,6.03,302.9,47.6,"D",0
-17.4583,143.2371,326.3,3.9,1.8,"2019-12-25",333,"Aqua","MODIS",54,6.03,302.5,58,"D",0
-17.4416,143.2353,323,3.9,1.8,"2019-12-25",333,"Aqua","MODIS",22,6.03,302.3,31.5,"D",0
-17.4617,143.2,330.2,3.9,1.8,"2019-12-25",333,"Aqua","MODIS",69,6.03,302.6,90.2,"D",0
-17.3219,143.1358,325.6,4,1.9,"2019-12-25",333,"Aqua","MODIS",38,6.03,302.3,58.2,"D",0
-17.1876,142.8382,328.4,4.2,1.9,"2019-12-25",333,"Aqua","MODIS",48,6.03,299.8,83.2,"D",0
-17.2663,143.8764,328.6,3.5,1.8,"2019-12-25",333,"Aqua","MODIS",67,6.03,304.2,68.2,"D",0
-17.3982,143.2191,325.4,3.9,1.8,"2019-12-25",333,"Aqua","MODIS",49,6.03,302,55.6,"D",0
-17.4028,143.2238,324,3.9,1.8,"2019-12-25",333,"Aqua","MODIS",33,6.03,302,43.5,"D",0
-17.3337,143.1295,326.1,4,1.9,"2019-12-25",333,"Aqua","MODIS",31,6.03,301.9,59.6,"D",0
-17.1843,142.8303,326.9,4.2,1.9,"2019-12-25",333,"Aqua","MODIS",32,6.03,300,74.3,"D",0
-17.2235,142.9987,325.2,4.1,1.9,"2019-12-25",333,"Aqua","MODIS",27,6.03,302,44.2,"D",0
-16.579,144.4169,327.2,3.1,1.7,"2019-12-25",333,"Aqua","MODIS",62,6.03,305.2,43.2,"D",0
-16.0135,144.0458,346.7,3.3,1.7,"2019-12-25",333,"Aqua","MODIS",91,6.03,302,220.1,"D",0
-16.5821,144.3873,329.6,3.1,1.7,"2019-12-25",333,"Aqua","MODIS",70,6.03,305.7,58.4,"D",0
-16.0289,144.0475,333.1,3.3,1.7,"2019-12-25",333,"Aqua","MODIS",73,6.03,303.3,94.2,"D",0
-16.0474,144.0191,336.3,3.3,1.7,"2019-12-25",333,"Aqua","MODIS",78,6.03,304.8,115.2,"D",0
-16.0053,145.2375,322.7,2.6,1.6,"2019-12-25",333,"Aqua","MODIS",33,6.03,302.5,50.2,"D",0
-16.5664,144.4106,325.9,3.1,1.7,"2019-12-25",333,"Aqua","MODIS",53,6.03,304.2,33.9,"D",0
-16.5697,144.3811,326.3,3.1,1.7,"2019-12-25",333,"Aqua","MODIS",54,6.03,305.3,35,"D",0
-16.5103,144.0935,326.2,3.3,1.7,"2019-12-25",333,"Aqua","MODIS",53,6.03,303.8,42.1,"D",0
-16.506,144.4031,328.8,3.1,1.7,"2019-12-25",333,"Aqua","MODIS",70,6.03,307.3,51.4,"D",0
-16.5065,144.1002,324.9,3.3,1.7,"2019-12-25",333,"Aqua","MODIS",51,6.03,303.4,36.4,"D",0
-16.522,144.1024,332.6,3.3,1.7,"2019-12-25",333,"Aqua","MODIS",77,6.03,304.9,92,"D",0
-16.5374,144.1046,333.8,3.3,1.7,"2019-12-25",333,"Aqua","MODIS",78,6.03,304.5,101.8,"D",0
-16.0165,144.0154,331.6,3.3,1.7,"2019-12-25",333,"Aqua","MODIS",71,6.03,302.8,79.6,"D",0
-15.9732,143.9044,334.8,3.3,1.7,"2019-12-25",333,"Aqua","MODIS",80,6.03,304.2,114.3,"D",0
-15.9698,143.9355,337.1,3.3,1.7,"2019-12-25",333,"Aqua","MODIS",82,6.03,301.8,136.4,"D",0
-16.0057,144.0096,328.9,3.3,1.7,"2019-12-25",333,"Aqua","MODIS",33,6.03,301.2,68.2,"D",0
-16.0179,144.0417,353.7,3.3,1.7,"2019-12-25",333,"Aqua","MODIS",96,6.03,302.7,305.5,"D",0
-16.0333,144.0434,334.7,3.3,1.7,"2019-12-25",333,"Aqua","MODIS",75,6.03,303.5,105.5,"D",0
-15.9786,143.9991,338.5,3.3,1.7,"2019-12-25",333,"Aqua","MODIS",84,6.03,299.6,157,"D",0
-15.9748,144.0059,338.2,3.3,1.7,"2019-12-25",333,"Aqua","MODIS",83,6.03,299.7,147.1,"D",0
-15.9688,143.911,339.6,3.3,1.7,"2019-12-25",333,"Aqua","MODIS",85,6.03,303.1,157.7,"D",0
-15.9844,143.913,330.3,3.3,1.7,"2019-12-25",333,"Aqua","MODIS",56,6.03,304.7,73.8,"D",0
-14.9501,144.0048,337.6,3.2,1.7,"2019-12-25",333,"Aqua","MODIS",86,6.03,304.5,128.5,"D",0
-15.8572,143.3919,325.2,3.6,1.8,"2019-12-25",333,"Aqua","MODIS",24,6.03,302.3,54.5,"D",0
-15.373,144.7075,323.1,2.8,1.6,"2019-12-25",333,"Aqua","MODIS",45,6.03,291.4,39.1,"D",0
-15.8491,143.3841,336.1,3.6,1.8,"2019-12-25",333,"Aqua","MODIS",83,6.03,302.3,143.7,"D",0
-15.841,143.3903,332.2,3.6,1.8,"2019-12-25",333,"Aqua","MODIS",71,6.03,301.8,109.1,"D",0
-14.8033,144.0012,325.7,3.2,1.7,"2019-12-25",333,"Aqua","MODIS",29,6.03,302.8,45.9,"D",0
-14.9532,143.9752,328.5,3.2,1.7,"2019-12-25",333,"Aqua","MODIS",52,6.03,302.8,60.4,"D",0
-14.8002,144.0056,325.8,3.2,1.7,"2019-12-25",333,"Aqua","MODIS",41,6.03,302.9,46.5,"D",0
-14.9294,143.9379,326.7,3.2,1.7,"2019-12-25",333,"Aqua","MODIS",52,6.03,300.7,54.6,"D",0
-14.9534,144.0006,341.2,3.2,1.7,"2019-12-25",333,"Aqua","MODIS",88,6.03,304.9,159.9,"D",0
-14.9229,143.9972,328.2,3.2,1.7,"2019-12-25",333,"Aqua","MODIS",76,6.03,302.5,60.7,"D",0
-14.6774,143.6119,323,3.4,1.7,"2019-12-25",333,"Aqua","MODIS",47,6.03,303,39,"D",0
-13.2236,142.2374,324.6,4.1,1.9,"2019-12-25",334,"Aqua","MODIS",78,6.03,292.7,98,"D",0
-13.4942,142.8679,321.7,3.7,1.8,"2019-12-25",334,"Aqua","MODIS",69,6.03,294.1,58.1,"D",0
-13.2439,143.1274,318.7,3.5,1.8,"2019-12-25",334,"Aqua","MODIS",40,6.03,293.7,38.9,"D",0
-13.1292,143.1469,329.4,3.5,1.8,"2019-12-25",334,"Aqua","MODIS",67,6.03,295.9,106.3,"D",0
-13.5229,142.9057,325.3,3.7,1.8,"2019-12-25",334,"Aqua","MODIS",64,6.03,297.3,77.1,"D",0
-13.5145,142.912,323.6,3.7,1.8,"2019-12-25",334,"Aqua","MODIS",75,6.03,294.6,64.6,"D",0
-13.6442,142.9275,324.9,3.7,1.8,"2019-12-25",334,"Aqua","MODIS",78,6.03,298.5,59.8,"D",0
-13.635,142.9307,322.1,3.7,1.8,"2019-12-25",334,"Aqua","MODIS",45,6.03,298.5,40.1,"D",0
-13.9995,143.1999,317.3,3.6,1.8,"2019-12-25",334,"Aqua","MODIS",36,6.03,297.5,28.2,"D",0
-13.4779,142.866,329.1,3.7,1.8,"2019-12-25",334,"Aqua","MODIS",82,6.03,295.9,116.4,"D",0
-13.4711,142.861,323.1,3.7,1.8,"2019-12-25",334,"Aqua","MODIS",28,6.03,295.9,74.4,"D",0
-13.5323,142.5138,319.2,3.9,1.8,"2019-12-25",334,"Aqua","MODIS",71,6.03,295.9,54.2,"D",0
-13.5055,142.7637,320.6,3.8,1.8,"2019-12-25",334,"Aqua","MODIS",60,6.03,296.8,62.3,"D",0
-13.5017,142.7985,333.2,3.8,1.8,"2019-12-25",334,"Aqua","MODIS",85,6.03,293.7,156.2,"D",0
-13.4874,142.8628,327.5,3.7,1.8,"2019-12-25",334,"Aqua","MODIS",71,6.03,295,97.8,"D",0
-13.2366,143.131,319.4,3.5,1.8,"2019-12-25",334,"Aqua","MODIS",50,6.03,293.8,42.8,"D",0
-13.5278,142.5093,318.2,3.9,1.8,"2019-12-25",334,"Aqua","MODIS",55,6.03,295.2,43.5,"D",0
-13.1354,143.1401,323.9,3.5,1.8,"2019-12-25",334,"Aqua","MODIS",77,6.03,295.8,73,"D",0
-13.1317,143.1724,323.6,3.5,1.8,"2019-12-25",334,"Aqua","MODIS",75,6.03,297,75.3,"D",0
-13.2197,142.2293,321.1,4.1,1.9,"2019-12-25",334,"Aqua","MODIS",74,6.03,291.8,76.7,"D",0
-37.9265,141.515,341.7,2,1.4,"2019-12-25",505,"Aqua","MODIS",89,6.03,300.3,109.2,"D",0
-37.9295,141.4506,323.8,2,1.4,"2019-12-25",505,"Aqua","MODIS",62,6.03,299.1,36.9,"D",0
-37.9247,141.4729,327,2,1.4,"2019-12-25",505,"Aqua","MODIS",71,6.03,299.9,47.7,"D",0
-37.5837,147.606,340.8,4.7,2,"2019-12-25",505,"Aqua","MODIS",91,6.03,293.6,379.7,"D",0
-37.6435,147.814,312.3,4.8,2,"2019-12-25",505,"Aqua","MODIS",26,6.03,294,63.8,"D",0
-37.6387,147.8158,310.7,4.8,2,"2019-12-25",505,"Aqua","MODIS",40,6.03,293.7,56.9,"D",0
-37.6562,147.8234,309.4,4.8,2,"2019-12-25",505,"Aqua","MODIS",18,6.03,293.9,46,"D",0
-37.5664,147.5986,367.3,4.7,2,"2019-12-25",505,"Aqua","MODIS",94,6.03,292.2,962.6,"D",0
-37.586,147.5981,338.3,4.7,2,"2019-12-25",505,"Aqua","MODIS",89,6.03,293.4,336.4,"D",0
-37.9417,141.455,318.2,2,1.4,"2019-12-25",505,"Aqua","MODIS",32,6.03,298.4,22.3,"D",0
-37.5713,147.6527,314.3,4.7,2,"2019-12-25",505,"Aqua","MODIS",42,6.03,290.6,74.8,"D",0
-37.5641,147.5371,367.9,4.7,2,"2019-12-25",505,"Aqua","MODIS",100,6.03,294,970.9,"D",0
-37.5813,147.5446,361.4,4.7,2,"2019-12-25",505,"Aqua","MODIS",100,6.03,294.6,790.4,"D",0
-37.5474,147.5277,346,4.7,2,"2019-12-25",505,"Aqua","MODIS",93,6.03,292,461.1,"D",0
-37.5331,147.5794,353.6,4.7,2,"2019-12-25",505,"Aqua","MODIS",91,6.03,290.6,620.8,"D",0
-37.932,141.5,338,2,1.4,"2019-12-25",505,"Aqua","MODIS",87,6.03,301.8,90.2,"D",0
-37.5519,147.5816,367.9,4.7,2,"2019-12-25",505,"Aqua","MODIS",94,6.03,289.7,980.9,"D",0
-37.5832,147.537,348,4.7,2,"2019-12-25",505,"Aqua","MODIS",94,6.03,293.8,492.4,"D",0
-37.569,147.5898,370.5,4.7,2,"2019-12-25",505,"Aqua","MODIS",94,6.03,293.2,1059.7,"D",0
-37.5218,147.5621,313.7,4.7,2,"2019-12-25",505,"Aqua","MODIS",61,6.03,290.2,82.8,"D",0
-37.566,147.5296,360.5,4.7,2,"2019-12-25",505,"Aqua","MODIS",100,6.03,294.1,766.1,"D",0
-37.5493,147.5201,335,4.7,2,"2019-12-25",505,"Aqua","MODIS",87,6.03,291.8,292.2,"D",0
-37.5355,147.5709,358,4.7,2,"2019-12-25",505,"Aqua","MODIS",93,6.03,291,723.7,"D",0
-37.9407,141.4471,323.7,2,1.4,"2019-12-25",505,"Aqua","MODIS",59,6.03,298.8,35.8,"D",0
-37.9313,141.4922,326.1,2,1.4,"2019-12-25",505,"Aqua","MODIS",40,6.03,301.4,42.8,"D",0
-37.9238,141.465,328.6,2,1.4,"2019-12-25",505,"Aqua","MODIS",42,6.03,300.1,47.1,"D",0
-36.1544,139.9545,337.3,1.8,1.3,"2019-12-25",506,"Aqua","MODIS",74,6.03,314.1,46,"D",0
-36.1503,139.9744,341.8,1.8,1.3,"2019-12-25",506,"Aqua","MODIS",73,6.03,312.1,63,"D",0
-34.8362,138.9655,330.3,1.7,1.3,"2019-12-25",506,"Aqua","MODIS",29,6.03,312.2,18.8,"D",0
-35.7416,137.0536,347.4,1.3,1.1,"2019-12-25",506,"Aqua","MODIS",92,6.03,313.3,56,"D",0
-36.1584,139.9346,331.9,1.8,1.3,"2019-12-25",506,"Aqua","MODIS",66,6.03,312.9,29.2,"D",0
-36.1228,139.9869,328.8,1.8,1.3,"2019-12-25",506,"Aqua","MODIS",0,6.03,310.7,20.9,"D",0
-33.5562,123.7017,382.6,2.6,1.5,"2019-12-25",507,"Aqua","MODIS",100,6.03,305.1,606,"D",0
-32.294,121.3288,323.9,3.6,1.8,"2019-12-25",507,"Aqua","MODIS",24,6.03,277.3,63.2,"D",0
-33.5617,123.6783,345.9,2.6,1.6,"2019-12-25",507,"Aqua","MODIS",92,6.03,300,164.2,"D",0
-33.5596,123.7066,392.9,2.6,1.5,"2019-12-25",507,"Aqua","MODIS",100,6.03,305.6,802.1,"D",0
-33.554,123.7292,328.5,2.6,1.5,"2019-12-25",507,"Aqua","MODIS",28,6.03,299.7,46.8,"D",0
-32.3694,121.5305,324.1,3.5,1.8,"2019-12-25",507,"Aqua","MODIS",26,6.03,283.3,66.5,"D",0
-32.3779,121.5389,329,3.5,1.8,"2019-12-25",507,"Aqua","MODIS",77,6.03,280.2,117.7,"D",0
-29.1963,128.1375,340.5,1.2,1.1,"2019-12-25",508,"Aqua","MODIS",81,6.03,316.4,23.2,"D",0
-28.9004,128.7317,365.1,1.1,1.1,"2019-12-25",508,"Aqua","MODIS",100,6.03,298,103.2,"D",0
-29.1948,128.1501,380.9,1.2,1.1,"2019-12-25",508,"Aqua","MODIS",100,6.03,322.7,168.2,"D",0
-29.1933,128.1626,396.3,1.2,1.1,"2019-12-25",508,"Aqua","MODIS",100,6.03,323.7,265.3,"D",0
-29.239,128.1251,351.4,1.2,1.1,"2019-12-25",508,"Aqua","MODIS",93,6.03,317.9,50.7,"D",0
-32.0103,121.555,328.3,3.5,1.8,"2019-12-25",508,"Aqua","MODIS",73,6.03,284.4,112,"D",0
-29.2375,128.1377,339.8,1.2,1.1,"2019-12-25",508,"Aqua","MODIS",79,6.03,317.7,19.6,"D",0
-29.2291,128.1236,340.2,1.2,1.1,"2019-12-25",508,"Aqua","MODIS",80,6.03,316.9,22.4,"D",0
-29.2032,128.1642,346.4,1.2,1.1,"2019-12-25",508,"Aqua","MODIS",88,6.03,318.2,33.5,"D",0
-29.2048,128.1582,340.6,1.2,1.1,"2019-12-25",508,"Aqua","MODIS",62,6.03,317.5,19.1,"D",0
-29.2306,128.1109,340.5,1.2,1.1,"2019-12-25",508,"Aqua","MODIS",81,6.03,315.8,23.6,"D",0
